timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/07 17:45:03.038, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:45:08.045, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:45:13.057, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:45:18.069, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:45:23.086, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:45:28.097, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:45:33.115, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:45:38.131, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:45:43.149, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:45:48.173, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:45:53.187, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:45:58.201, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:46:03.223, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.95 W
2026/08/07 17:46:08.230, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:46:13.251, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:46:18.271, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.31 W
2026/08/07 17:46:23.287, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:46:28.301, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:46:33.314, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:46:38.328, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:46:43.343, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:46:48.363, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:46:53.379, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:46:58.392, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:47:03.403, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:47:08.417, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:47:13.429, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:47:18.447, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:47:23.466, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:47:28.484, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:47:33.497, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:47:38.513, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:47:43.533, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:47:48.543, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:47:53.552, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:47:58.571, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:48:03.577, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:48:08.594, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:48:13.604, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:48:18.653, 0, 0 %, 0 %, 0 MiB, 40960 MiB, 54.32 W
2026/08/07 17:48:23.665, 0, 0 %, 0 %, 0 MiB, 40960 MiB, 54.02 W
2026/08/07 17:48:28.681, 0, 2 %, 0 %, 38907 MiB, 40960 MiB, 101.44 W
2026/08/07 17:48:33.699, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:48:38.712, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:48:43.727, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:48:48.741, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:48:53.762, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:48:58.771, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:49:03.787, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:49:08.803, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:49:13.815, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.83 W
2026/08/07 17:49:18.830, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:49:23.847, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:49:28.865, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:49:33.876, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:49:38.894, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:49:43.903, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:49:48.915, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.95 W
2026/08/07 17:49:53.928, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:49:58.945, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:50:03.959, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:50:08.971, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:50:13.986, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:50:18.994, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:50:24.002, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:50:29.010, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:50:34.025, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:50:39.037, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:50:44.051, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:50:49.066, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:50:54.075, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:50:59.085, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:51:04.093, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:51:09.107, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.31 W
2026/08/07 17:51:14.118, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:51:19.125, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.31 W
2026/08/07 17:51:24.130, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:51:29.135, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:51:34.144, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:51:39.153, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:51:44.159, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:51:49.166, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:51:54.171, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:51:59.177, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:52:04.183, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:52:09.189, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:52:14.195, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.19 W
2026/08/07 17:52:19.203, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.08 W
2026/08/07 17:52:24.209, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 102.07 W
2026/08/07 17:52:29.217, 0, 0 %, 0 %, 38907 MiB, 40960 MiB, 101.96 W
2026/08/07 17:52:34.223, 0, 0 %, 0 %, 38909 MiB, 40960 MiB, 101.96 W
